"url","text"
"https://www.unfpa.org/events/4d-government-government-policy-dialogues-demographic-diversity-and-dividends","          Original audio: https://youtu.be/9iGTbQrhbbw English: https://youtu.be/uEh3zPIFzps Français: https://youtu.be/PRQg21YBDec Anticipating demographic change and strengthening human potential are critical for governments to deliver on the promises of the ICPD Programme of Action, the 2030 Agenda, the African Union’s Agenda 2063, the Addis Ababa Declaration on Population and Development and other regional development frameworks.  Building on the 2019 Nairobi Summit, UNFPA, the African Union, and the Government of Germany are pleased to launch a new quarterly series of Government-Government Policy Dialogues on Demographic Diversity and Dividends, on 5 October, 2020.   The series will enable government-government exchange on policy lessons and innovative practices for promoting human potential and planning well for demographic change.   "
