"url","pgType","date","text"
NA,"events","12 September 2017","This September marks the beginning of the General Assembly's 72nd session, where UNFPA is hosting a variety of events to remind world leaders of the urgent needs of women and girls in crises. Among these events are: Rebuilding Shattered Lives and Communities: Chibok and Yazidi Girls, Women, held on 18 September from 1:152:30 p.m. in United Nations Conference Room 12. Safe Birth Even Here: The Case for Investing in Maternal Health: Where Should the Money Go in Humanitarian Settings, held on 18 September at 4 p.m. to 5:30 p.m. at 237 Park Avenue, New York. Sexual and Reproductive Health, Rights in Womens Economic Empowerment, held on 20 September from 8 to 10 a.m.in the United Nations Delegates Dining Room. Africas Demographic Dividend Roadmap: Moving from Commitment to Action, held on 20 September from 3 to 6 p.m. in the United Nations ECOSOC Chamber. EU/UN Launch of Gender Initiative, held on 20 September from 2 to 4 p.m. in the United Nations Trusteeship Council. Learn more here.   "
